,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
1564,4891,606,A,150000,100,,,,,,,,,9.42,A,79,,Home,A,N,,0,A,0,A,,,0,A,66.75,A,54014.945,A,856.61,D,0.02,A,0,A,0,A,0,A,0,A,54014.945,,preferred,,606,A,150000,100,4615,Default
1577,5897,614,A,150000,100,,,,,,,,,24.04,A,22,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,614,A,150000,100,5326,Paid off with renewal
1282,3610,497,D,0,100,,,,,,,,,1.42,B,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,497,D,0,100,3700,Default
478,2738,718,A,150000,100,,,,,,,,,26.87,A,,,Verified,A,N,,3.951,B,7500,A,,,0.5,A,61.75,A,189827,A,6774.5,A,0.04,A,0,A,0,A,0,A,1,A,189827,,capped,,718,A,150000,100,2846,Default
1001,5826,658,A,150000,100,,,,,,,,,12.1,A,4,,Unknown,,N,,0,A,0,A,,,0,A,12.66666667,A,14649.73667,A,1145.486667,A,0.08,A,0,A,0,A,0,A,0,A,14649.73667,,capped,,658,A,150000,100,5215,Paid in full
503,2727,663,A,150000,100,,,,,,,,,1.68,B,85,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,663,A,150000,100,2858,Paid in full
107,697,551,B,100000,100,,,,,,,,,1805.4,A,5,,Verified,A,N,,0,A,0,A,,,2.8,C,0,R,102124.8,A,4400,A,0.04,A,0,A,0,A,0,A,1,A,102124.8,,capped,,551,B,100000,100,429,Paid in full
765,5134,696,A,150000,25,697,A,150000,25,,,,,1.33,B,12,,Verified,A,N,,0,A,0,A,,,0.6,A,25.2,A,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,696,A,150000,50,4769,Paid in full
934,6040,635,A,150000,100,,,,,,,,,3.24,A,45,,Verified,A,N,,0,A,0,A,,,0,A,10.25,R,267331.765,A,6000,A,0.02,A,0,A,0,A,0,A,0,A,267331.765,,preferred,,635,A,150000,100,5428,Paid in full
377,1995,624,A,150000,100,,,,,,,,,6.76,A,80,,Home,A,N,,0,A,0,A,,,1,A,47.75,A,36983.5,A,3852.5,A,0.1,A,0,A,0,A,0,A,1,A,36983.5,,preferred,,624,A,150000,100,2059,Paid in full
70,279,652,A,150000,100,,,,,,,,,4.73,A,,,Verified,,N,,0,A,0,A,,,0.857142857,A,0,R,455586.92,A,26000,A,0.06,A,0,A,0,A,0,A,2,C,455586.92,,preferred,,652,A,150000,100,201,Default
1105,7573,591,B,100000,100,,,,,,,,,4.15,A,86,,Verified,A,N,,0,A,0,A,,,0.6,A,4.6,C,89189.4,A,45522.2,A,0.51,A,0,A,0,A,0,A,0,A,89189.4,,capped,,591,B,100000,100,6445,Paid in full
1634,6540,650,A,150000,100,,,,,,,,,14.24,A,,,Verified,A,N,,0,A,0,A,,,0,A,89.33333333,A,70982.64,A,1905.196667,A,0.03,A,0,A,0,A,0,A,1,A,70982.64,,preferred,,650,A,150000,100,5871,Paid in full
390,2574,649,A,150000,100,,,,,,,,,5.55,A,56,,Verified,A,N,,0,A,0,A,,,0,A,70.4,A,250811.8,A,22737.4,A,0.09,A,0,A,0,A,0,A,1,A,250811.8,,preferred,,649,A,150000,100,2696,Paid off with renewal
424,2365,570,B,100000,33.3,481,D,0,33.3,804,A,150000,,2.19,A,2,,Verified,A,N,,0,A,0,A,,,4.333333333,D,36.33333333,A,34251.33333,A,1031,A,0.03,A,0,A,0,A,0,A,1,A,34251.33333,,preferred,,525,C,35000,66.6,2453,Paid in full
1213,3324,9002,R,,100,,,,,,,,,6.93,A,6,,Verified,A,N,,0,A,0,A,,,0.333333333,A,30,A,23013.33333,A,3949,A,0.17,A,0,A,0,A,0,A,0,A,23013.33333,,preferred,,9002,R,,100,3435,Paid off with renewal
333,2009,713,A,150000,100,,,,,,,,,3.1,A,80,,Verified,A,N,,0,A,0,A,,,0,A,35,A,400000,A,136000,A,0.34,A,0,A,0,A,0,A,2,C,400000,,preferred,,713,A,150000,100,633,Paid in full
1706,7267,616,A,150000,100,,,,,,,,,9.24,A,91,,Verified,A,N,,0,A,0,A,,,0,A,30,A,23536.66667,A,9333.333333,A,0.4,A,0,A,0,A,0,A,0,A,23536.66667,,preferred,,616,A,150000,100,6333,Paid via discounted payoff
728,4528,500,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,1,A,23.75,A,103631.675,A,5852.5125,A,0.06,A,0,A,0,A,0,A,0,A,103631.675,,preferred,,500,C,35000,100,4468,Default
1371,3801,621,A,150000,50,,,,50,,,,,2.79,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,621,A,150000,50,3891,Paid in full
641,4525,705,A,150000,100,,,,,,,,,8.98,A,93,,Verified,A,N,,0,A,0,A,,,0,A,6.666666667,R,44666.66667,A,4000,A,0.09,A,0,A,0,A,0,A,1,A,44666.66667,,preferred,,705,A,150000,100,4425,Default
862,6329,713,A,150000,100,,,,,,,,,21.64,A,80,,Verified,A,N,,0,A,0,A,,,0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0,A,0,A,0,A,2,C,164320.45,,preferred,,713,A,150000,100,5603,Paid off with renewal
1465,5067,606,A,150000,100,,,,,,,,,2.08,A,6,,Verified,A,N,,0,A,0,A,,,0,A,16.75,A,53039.8175,A,7671.5,A,0.14,A,0,A,0,A,0,A,2,C,53039.8175,,preferred,,606,A,150000,100,4642,Paid off with renewal
1811,7313,691,A,150000,100,,,,,,,,,3.37,A,73,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,691,A,150000,100,6407,Paid in full
1142,2735,718,A,150000,100,,,,,,,,,26.87,A,,,Verified,A,N,,0,A,0,A,,,0.5,A,61.75,A,189827,A,6774.5,A,0.04,A,0,A,0,A,0,A,1,A,189827,,preferred,,718,A,150000,100,2846,Default
1360,4814,606,A,150000,100,,,,,,,,,2.07,A,6,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,606,A,150000,100,4642,Paid off with renewal
154,937,627,A,150000,100,,,,,,,,,17.21,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,627,A,150000,100,836,Default
1690,5954,762,A,150000,100,,,,,,,,,3.74,A,47,,Home,A,Y,D,0,A,0,A,,,0.25,A,13.25,A,88810.25,A,13085.5,A,0.15,A,0,A,0,A,0,A,2,C,88810.25,,preferred,,762,A,150000,100,5297,Paid in full
600,3177,576,B,100000,100,,,,,,,,,2.08,A,,,Verified,A,N,,0,A,0,A,,,0,A,30,A,13296.75,A,893.5,D,0.07,A,0,A,0,A,0,A,0,A,13296.75,,preferred,,576,B,100000,100,3334,Paid in full
1982,9787,764,A,150000,100,,,,,,,,,1.88,B,38,,Verified,A,N,,0,A,0,A,,,0,A,18.44444444,B,463732.7533,A,5000,A,0.01,A,0,A,0,A,0,A,1,A,463732.7533,,capped,,764,A,150000,100,7964,Paid off with renewal
1784,7113,475,D,0,50,537,C,35000,50,,,,,1.6,B,,,Home,A,N,,0,A,0,A,,,4,C,30,A,46934.46,A,2478.52,A,0.05,A,0,A,0,A,0,A,0,A,46934.46,,preferred,,506,C,35000,100,232,Paid in full
136,750,620,A,150000,100,,,,,,,,,8.19,A,,,Home,A,N,,0,A,0,A,,,0,A,73.25,A,130551.27,A,27761,A,0.21,A,0,A,0,A,0,A,1,A,130551.27,,preferred,,620,A,150000,100,153,Paid off with renewal
50,388,580,B,100000,100,,,,,,,,,1.98,B,,,Verified,A,N,,0,A,0,A,,,1,A,67.66666667,A,75119.41,A,6881.47,A,0.09,A,0,A,0,A,0,A,1,A,75119.41,,preferred,,580,B,100000,100,315,Paid off with renewal
864,6371,561,B,100000,50,9002,R,,50,,,,,5.93,A,74,,Unknown,,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,4781,R,,100,5641,Paid off with renewal
753,4995,561,B,100000,100,,,,,,,,,16.88,A,,,Home,A,N,,0,A,0,A,,,0,A,39.66666667,A,18937.5,A,6299.133333,A,0.33,A,0,A,0,A,0,A,0,A,18937.5,,preferred,,561,B,100000,100,4654,Paid in full
1594,5226,693,A,150000,100,,,,,,,,,4.34,A,,,Verified,A,N,,0,A,0,A,,,0,A,44.25,A,27986.25,A,8118,A,0.29,A,0,A,0,A,0,A,1,A,27986.25,,preferred,,693,A,150000,100,4821,Paid in full
1721,6441,506,C,35000,100,,,,,,,,,2.23,A,39,,Verified,A,N,,0,A,0,A,,,0.25,A,7.75,R,500593.25,A,23497.5,A,0.05,A,0,A,0,A,0,A,1,A,500593.25,,preferred,,506,C,35000,100,5713,Paid in full
241,1069,613,A,150000,100,,,,,,,,,5.85,A,43,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,613,A,150000,100,898,Default
757,5233,546,C,35000,100,560,B,100000,,,,,,14.9,A,80,,Verified,A,N,,0,A,0,A,,,0.4,A,18,A,55117,A,5851.4,A,0.11,A,0,A,0,A,0,A,2,C,55117,,preferred,,546,C,35000,100,4803,Default
1650,4933,606,A,150000,100,,,,,,,,,9.42,A,79,,Verified,A,N,,0,A,0,A,,,0,A,66,A,53789,A,3000,A,0.06,A,0,A,0,A,0,A,1,A,53789,,preferred,,606,A,150000,100,4615,Default
98,694,503,C,35000,100,,,,,,,,,17.77,A,1,,Verified,A,N,,0,A,0,A,,,0.142857143,A,2.571428571,R,207653.4286,A,7011.428571,A,0.03,A,0,A,0,A,0,A,2,C,207653.4286,,capped,,503,C,35000,100,503,Paid via discounted payoff
1797,8619,673,A,150000,100,,,,,,,,,2.67,A,41,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,673,A,150000,100,7352,Default
451,3055,760,A,150000,100,,,,,,,,,20.96,A,88,,Verified,A,N,,0,A,0,A,,,1,A,15.33333333,A,234181.3767,A,22837.68333,A,0.1,A,0,A,0,A,0,A,1,A,234181.3767,,preferred,,760,A,150000,100,3174,Paid in full
1856,8790,663,A,150000,100,,,,,,,,,6.88,A,5,,Unknown,,N,,0,A,0,A,,,3.5,C,25.5,A,68157.575,A,2320.4825,A,0.03,A,0,A,0,A,0,A,1,A,68157.575,,preferred,,663,A,150000,100,7093,Default
583,3170,541,C,35000,100,,,,,,,,,2.91,A,54,,Verified,A,N,,0,A,0,A,,,0,A,90,A,226058,A,39498,A,0.17,A,0,A,0,A,0,A,0,A,226058,,preferred,,541,C,35000,100,3324,Paid in full
1107,7853,693,A,150000,100,,,,,,,,,5.71,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,693,A,150000,100,6832,Default
1971,8665,673,A,150000,100,,,,,,,,,2.67,A,41,,Home,A,N,,0,A,0,A,,,0,A,5.333333333,C,146077.1567,A,90402.39667,A,0.62,A,0,A,0,A,0,A,1,A,146077.1567,,capped,,673,A,150000,100,7352,Default
405,2170,620,A,150000,100,,,,,,,,,8.28,A,,,Verified,A,N,,0,A,0,A,,,0.6,A,86,A,93440.4,A,23408.8,A,0.25,A,0,A,0,A,0,A,3,D,93440.4,,preferred,,620,A,150000,100,2234,Paid off with renewal
956,7120,652,A,150000,100,,,,,,,,,5.87,A,16,,Verified,A,N,,0,A,0,A,,,3.5,C,6.75,R,97929.5,A,10912.25,A,0.11,A,0,A,0,A,0,A,1,A,97929.5,,preferred,,652,A,150000,100,1103,Paid in full
634,4265,661,A,150000,100,,,,,,,,,16.48,A,88,,Verified,A,N,,0,A,0,A,,,0,A,13,A,948842,A,433275.3333,A,0.46,A,0,A,0,A,0,A,0,A,948842,,preferred,,661,A,150000,100,4222,Paid in full
694,3675,509,C,35000,100,,,,,,,,,11.56,A,27,,Verified,A,N,,0,A,0,A,,,0.25,A,9.75,R,192711.555,A,21172.75,A,0.11,A,0,A,0,A,0,A,1,A,192711.555,,preferred,,509,C,35000,100,3750,Paid off with renewal
61,392,,,,100,,,,,,,,,2.57,A,,,Verified,A,N,,0,A,0,A,,,0,A,39.25,A,46794.395,A,10072.4875,A,0.22,A,0,A,0,A,0,A,0,A,46794.395,,preferred,,0,,,0,319,Paid in full
1170,2496,493,D,0,100,,,,,,,,,1.79,B,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,20348.33333,A,1858.666667,A,0.09,A,0,A,0,A,0,A,2,C,20348.33333,,preferred,,493,D,0,100,2280,Paid in full
400,1914,616,A,150000,80,613,A,150000,20,,,,,20.52,A,69,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,615,A,150000,100,1971,Paid off with renewal
162,891,504,C,35000,100,,,,,,,,,4.18,A,21,,Home,A,N,,0,A,0,A,,,4.8,D,28.8,A,66534.6,A,5499,A,0.08,A,0,A,0,A,0,A,1,A,66534.6,,preferred,,504,C,35000,100,750,Default
59,389,580,B,100000,100,,,,,,,,,1.98,B,18,,Verified,A,N,,0,A,0,A,,,1,A,67.66666667,A,75119.41,A,6881.47,A,0.09,A,0,A,0,A,0,A,1,A,75119.41,,preferred,,580,B,100000,100,315,Paid off with renewal
1011,6386,672,A,150000,100,,,,,,,,,2.38,A,37,,Verified,A,N,,0,A,0,A,,,0,A,6.857142857,R,145602.4286,A,39317,A,0.27,A,0,A,0,A,0,A,1,A,145602.4286,,capped,,672,A,150000,100,5598,Paid off with renewal
306,1638,736,A,150000,100,,,,,,,,,20.83,A,99,,Verified,A,N,,0,A,0,A,,,0,A,24,A,298823.2,A,77588.4,A,0.26,A,0,A,0,A,0,A,3,D,298823.2,,standard,,736,A,150000,100,1053,Default
1027,7321,663,A,150000,100,,,,,,,,,25.08,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,663,A,150000,100,6411,Paid off with renewal
316,1589,567,B,100000,70,,,,,,,,,2.99,A,72,,Verified,A,N,,0,A,0,A,,,1,A,10.2,R,71408,A,21484.02,A,0.3,A,0,A,0,A,0,A,1,A,71408,,preferred,,567,B,100000,70,1364,Paid in full
759,5016,519,C,35000,100,,,,,,,,,11.05,A,22,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,519,C,35000,100,4713,Paid in full
1646,5883,625,A,150000,100,,,,,,,,,2.51,A,80,,Unknown,,N,,0,A,0,A,,,0.75,A,27.5,A,39714.25,A,4399.5,A,0.11,A,0,A,0,A,0,A,1,A,39714.25,,preferred,,625,A,150000,100,5299,Paid in full
676,4035,504,C,35000,100,,,,,,,,,5.96,A,20,,Verified,A,N,,0,A,0,A,,,2.666666667,C,14.66666667,A,50527.66667,A,5801,A,0.11,A,0,A,0,A,0,A,0,A,50527.66667,,preferred,,504,C,35000,100,4062,Paid in full
1354,4511,600,A,150000,51,647,A,150000,49,,,,,4.81,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,58886.66667,A,2500,A,0.04,A,0,A,0,A,0,A,2,C,58886.66667,,preferred,,623,A,150000,100,4443,Default
1070,8217,573,C,35000,100,,,,,,,,,11.43,A,18,,Unknown,,N,,0,A,0,A,,,1,A,57.66666667,A,119874,A,14606.33333,A,0.12,A,0,A,0,A,0,A,1,A,119874,,preferred,,573,C,35000,100,7085,Paid in full
651,4654,626,A,150000,100,,,,,,,,,11.98,A,14,,Verified,A,N,,0,A,0,A,,,0,A,187.75,A,48057.3125,A,16057,A,0.33,A,0,A,0,A,0,A,0,A,48057.3125,,preferred,,626,A,150000,100,4514,Default
119,814,621,A,150000,100,,,,,,,,,2.95,A,15,,Verified,A,N,,0,A,0,A,,,1.25,B,0,R,100110.25,A,1501,A,0.01,A,0,A,0,A,0,A,1,A,100110.25,,standard,,621,A,150000,100,640,Paid in full
210,908,666,A,150000,100,,,,,,,,,3.78,A,28,,Verified,A,N,,0,A,0,A,,,0,A,13.33333333,A,45788,A,27853.66667,A,0.61,A,0,A,0,A,0,A,2,C,45788,,preferred,,666,A,150000,100,649,Paid off with renewal
509,2858,500,C,35000,100,,,,,,,,,0.34,D,1,,Home,A,N,,0,A,0,A,,,3.75,C,10.5,R,70921.99,A,9731.49,A,0.14,A,0,A,0,A,0,A,0,A,70921.99,,preferred,,500,C,35000,100,2966,Default
523,3882,638,A,150000,100,,,,,,,,,6.94,A,5,,Home,A,N,,0,A,0,A,,,1.333333333,B,9,R,10418.33333,D,872.3333333,D,0.08,A,0,A,0,A,0,A,0,A,10418.33333,,preferred,,638,A,150000,100,3934,Default
1693,5963,747,A,150000,100,,,,,,,,,14.88,A,18,,Verified,A,N,,0,A,0,A,,,0.333333333,A,20,A,269757.6667,A,30000,A,0.11,A,0,A,0,A,0,A,1,A,269757.6667,,preferred,,747,A,150000,100,5366,Paid in full
266,1383,567,B,100000,,,,,,,,,,,,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,0,,,0,1364,Paid in full
570,3493,595,B,100000,100,,,,,,,,,1.82,B,6,,Verified,A,N,,0,A,0,A,,,2.666666667,C,51.33333333,A,21287.33333,A,3424,A,0.16,A,0,A,0,A,0,A,0,A,21287.33333,,preferred,,595,B,100000,100,3561,Paid in full
1795,8520,561,C,35000,100,,,,,,,,,1.69,B,1,,Verified,A,N,,0,A,0,A,,,1,A,73.5,A,262169.8333,A,15578.16667,A,0.06,A,0,A,0,A,0,A,1,A,262169.8333,,preferred,,561,C,35000,100,7256,Default
129,746,648,A,150000,100,,,,,,,,,12.25,A,9,,Verified,A,N,,0,A,0,A,,,0.833333333,A,161.1666667,A,354523.3333,A,5036.333333,A,0.01,A,0,A,0,A,0,A,1,A,354523.3333,,capped,,648,A,150000,100,586,Paid in full
279,1324,642,A,150000,100,,,,,,,,,6.25,A,12,,Verified,A,N,,41.543,D,70622.75,A,,,0,A,0,R,170000,A,16000,A,0.09,A,70622.75,A,3.462,A,3,B,2,C,170000,,preferred,,642,A,150000,100,543,Paid in full
522,3852,539,C,35000,100,,,,,,,,,4.46,A,6,,Verified,A,N,,0,A,0,A,,,0.333333333,A,47.66666667,A,30153,A,3377.333333,A,0.11,A,0,A,0,A,0,A,0,A,30153,,preferred,,539,C,35000,100,3856,Default
81,244,640,A,150000,100,,,,,,,,,7.72,A,89,,Verified,,N,,0,A,0,A,,,0,A,21,A,21131.5,A,1500,A,0.07,A,0,A,0,A,0,A,0,A,21131.5,,preferred,,640,A,150000,,228,Paid via discounted payoff
926,5136,684,A,150000,100,,,,,,,,,9.84,A,19,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,684,A,150000,100,4755,Paid in full
1460,4873,519,C,35000,100,,,,,,,,,2.99,A,6,,Home,A,N,,15.964,D,5583.333333,A,,,3.333333333,C,21,A,34974.66667,A,3680,A,0.11,A,5583.333333,A,1.33,A,1,A,1,A,34974.66667,,preferred,,519,C,35000,100,4604,Paid in full
888,5395,624,A,150000,100,,,,,,,,,0.93,C,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,624,A,150000,100,4933,Paid off with renewal
14,234,650,A,150000,100,,,,,,,,,16.48,A,,,Home,A,N,,0,A,0,A,,,1.333333333,B,41,A,60211.04667,A,7638.523333,A,0.13,A,0,A,0,A,0,A,0,A,60211.04667,,preferred,,650,A,150000,,202,Paid in full
469,2534,664,A,150000,100,,,,,,,,,4.38,A,6,,Verified,A,N,,0,A,0,A,,,0,A,5.5,R,85741.5,A,26285.5,A,0.31,A,0,A,0,A,0,A,1,A,85741.5,,preferred,,664,A,150000,100,2630,Paid in full
178,950,627,A,150000,100,,,,,,,,,17.21,A,5,,Verified,A,N,,0,A,0,A,,,2,B,22.8,A,111694.8,A,10635,A,0.1,A,0,A,0,A,0,A,1,A,111694.8,,capped,,627,A,150000,100,836,Default
947,6766,684,A,150000,100,,,,,,,,,5.53,A,5,,Verified,A,N,,0,A,0,A,,,0,A,82.33333333,A,115959,A,5333.333333,A,0.05,A,0,A,0,A,0,A,1,A,115959,,preferred,,684,A,150000,100,6035,Paid via discounted payoff
1314,4576,613,A,150000,100,,,,,,,,,6.89,A,,,Home,A,N,,0,A,0,A,,,4,C,33.25,A,50514.1175,A,5013.8075,A,0.1,A,0,A,0,A,0,A,0,A,50514.1175,,preferred,,613,A,150000,100,4439,Paid in full
620,4869,609,A,150000,100,,,,,,,,,4.95,A,4,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,609,A,150000,100,4618,Paid in full
1980,9714,593,B,100000,100,,,,,,,,,14.23,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,593,B,100000,100,8128,Default
111,535,475,D,0,50,,,,50,,,,,1.28,B,,,Home,A,N,,0,A,0,A,,,4,C,30,A,46934.46,A,2478.52,A,0.05,A,0,A,0,A,0,A,0,A,46934.46,,preferred,,475,D,0,50,232,Paid in full
677,4051,562,B,100000,100,,,,,,,,,8.23,A,6,,Verified,A,N,,0,A,0,A,,,7,D,73.25,A,34067,A,579.25,D,0.02,A,0,A,0,A,0,A,0,A,34067,,capped,,562,B,100000,100,4048,Default
1135,8749,624,B,100000,51,,,,,,,,,14.6,A,,,Unknown,,N,,0,A,0,A,,,0,A,40.66666667,A,83203.33333,A,7666.666667,A,0.09,A,0,A,0,A,0,A,1,A,83203.33333,,preferred,,624,B,100000,51,7458,Paid off with renewal
468,2498,493,D,0,100,,,,,,,,,1.79,B,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,40004.09091,A,506.9090909,D,0.01,A,0,A,0,A,0,A,2,C,40004.09091,,preferred,,493,D,0,100,2280,Paid in full
1683,5587,479,D,0,50,596,B,100000,50,,,,,3.6,A,6,,Verified,A,N,,0,A,0,A,,,0,A,27.5,A,51259.0075,A,2750,A,0.05,A,0,A,0,A,0,A,1,A,51259.0075,,preferred,,537,C,35000,100,5028,Paid in full
1038,7575,591,B,100000,100,,,,,,,,,4.15,A,86,,Verified,A,N,,0,A,0,A,,,0.6,A,5.4,C,89189.4,A,45522.2,A,0.51,A,0,A,0,A,0,A,0,A,89189.4,,standard,,591,B,100000,100,6445,Paid in full
214,778,621,A,150000,100,,,,,,,,,2.95,A,15,,Home,A,N,,0,A,0,A,,,1.25,B,0,R,100110.25,A,1501,A,0.01,A,0,A,0,A,0,A,0,A,100110.25,,preferred,,621,A,150000,100,640,Paid in full
1562,4852,609,A,150000,100,,,,,,,,,4.58,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,609,A,150000,100,4618,Paid in full
327,1917,578,B,100000,100,,,,,,,,,3.84,A,79,,Home,A,N,,0,A,0,A,,,0.25,A,24,A,56071.235,A,4211.975,A,0.08,A,0,A,0,A,0,A,1,A,56071.235,,preferred,,578,B,100000,100,1981,Paid in full
160,871,679,A,150000,100,,,,,,,,,1.03,B,12,,Verified,A,N,,0,A,0,A,,,1,A,17.75,A,41623,A,10174.75,A,0.24,A,0,A,0,A,0,A,0,A,41623,,preferred,,679,A,150000,100,742,Default
476,3024,760,A,150000,100,,,,,,,,,20.93,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,760,A,150000,100,3174,Paid in full
2000,11271,630,B,100000,100,,,,,,,,,12.18,A,25,,Verified,A,N,,0,A,0,A,,,1,A,80.33333333,A,243958.2467,A,25340.18333,A,0.1,A,0,A,0,A,0,A,1,A,243958.2467,,Preferred,,0,,,100,9062,Paid off with renewal
1482,5767,658,A,150000,100,,,,,,,,,17.04,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,658,A,150000,100,5215,Paid in full
26,112,650,A,150000,0,650,A,150000,0,,,,0,31.31,A,75,A,BRICK,A,N,,0,A,0,A,,,0.25,A,18.5,A,40227.9575,A,2901.625,A,0.07,A,0,A,0,A,0,A,2,C,40227.9575,,,,,,,,138,Paid in full
1600,4347,659,A,150000,50,669,A,150000,50,,,,,1.25,B,19,,Verified,A,N,,0,A,0,A,,,0,A,30.66666667,A,24496.66667,A,1796,A,0.07,A,0,A,0,A,0,A,1,A,24496.66667,,preferred,,664,A,150000,100,4171,Default
1904,8059,651,A,150000,100,,,,,,,,,49.12,A,71,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,651,A,150000,100,6976,Paid off with renewal
182,688,551,B,100000,100,,,,,,,,,1805.4,A,5,,Verified,A,N,,0,A,0,A,,,2.8,C,0,R,102124.8,A,4400,A,0.04,A,0,A,0,A,0,A,1,A,102124.8,,standard,,551,B,100000,100,429,Paid in full
1039,7650,595,B,100000,100,,,,,,,,,8,A,25,,Verified,A,N,,0,A,0,A,,,0,A,32.5,A,45681.75,A,17387,A,0.38,A,0,A,0,A,0,A,2,C,45681.75,,preferred,,595,B,100000,100,6593,Default
25,36,600,A,150000,0,,,,0,,,,0,11.09,A,2,D,Verified,,N,,0,A,0,A,,,3.25,C,12.5,A,120347.5,A,5801.75,A,0.05,D,0,A,0,A,,,,,,,,,,,,,88,Paid in full
